			Position	Word Onset			Word Medial			Word Final			Syllable Onset			Syllable Medial			Syllable Final			Cross Syllable
biPhone	All TypeF	All TokenF	All LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	
Ov	264	9191.000000	9.125980	18	196.000000	5.278115	243	8985.000000	9.103312	3	10.000000	2.302585	6	82.000000	4.406719	0	0.000000	0.000000	17	107.000000	4.672829	247	9084.000000	9.114270	
ES	23	657.000000	6.487684	2	155.000000	5.043425	18	482.000000	6.177944	3	20.000000	2.995732	5	538.000000	6.287859	0	0.000000	0.000000	23	657.000000	6.487684	0	0.000000	0.000000	
GE	24	66.000000	4.189655	3	9.000000	2.197225	21	57.000000	4.043051	0	0.000000	0.000000	23	63.000000	4.143135	1	3.000000	1.098612	9	24.000000	3.178054	0	0.000000	0.000000	
Ew	126	334.000000	5.811141	35	65.000000	4.174387	91	269.000000	5.594711	0	0.000000	0.000000	35	65.000000	4.174387	0	0.000000	0.000000	126	334.000000	5.811141	0	0.000000	0.000000	
Ea	153	2353.000000	7.763446	0	0.000000	0.000000	18	178.000000	5.181784	135	2175.000000	7.684784	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	153	2353.000000	7.763446	
vO	356	9938.000000	9.204121	89	6630.000000	8.799360	248	2983.000000	8.000685	19	325.000000	5.783825	330	9225.000000	9.129672	26	713.000000	6.569481	57	587.000000	6.375025	0	0.000000	0.000000	
iN	376	3844.000000	8.254269	59	406.000000	6.006353	317	3438.000000	8.142645	0	0.000000	0.000000	59	406.000000	6.006353	0	0.000000	0.000000	376	3844.000000	8.254269	0	0.000000	0.000000	
vv	706	7602.000000	8.936167	0	0.000000	0.000000	706	7602.000000	8.936167	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	706	7602.000000	8.936167	
nv	866	10504.000000	9.259511	0	0.000000	0.000000	866	10504.000000	9.259511	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	866	10504.000000	9.259511	
vE	715	17427.000000	9.765776	151	6195.000000	8.731498	563	11231.000000	9.326433	1	1.000000	0.000000	694	17282.000000	9.757421	11	93.000000	4.532599	126	1031.000000	6.938284	0	0.000000	0.000000	
Od	224	4953.000000	8.507749	24	185.000000	5.220356	198	4766.000000	8.469263	2	2.000000	0.693147	3	16.000000	2.772589	0	0.000000	0.000000	7	25.000000	3.218876	217	4928.000000	8.502689	
og	515	3927.000000	8.275631	18	633.000000	6.450470	497	3294.000000	8.099858	0	0.000000	0.000000	15	614.000000	6.419995	0	0.000000	0.000000	155	1480.000000	7.299797	360	2447.000000	7.802618	
Og	316	4640.000000	8.442470	8	2532.000000	7.836765	308	2108.000000	7.653495	0	0.000000	0.000000	8	2532.000000	7.836765	0	0.000000	0.000000	54	3226.000000	8.078998	262	1414.000000	7.254178	
wr	314	3249.000000	8.086103	0	0.000000	0.000000	314	3249.000000	8.086103	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	314	3249.000000	8.086103	
lw	64	1043.000000	6.949856	11	756.000000	6.628041	53	287.000000	5.659482	0	0.000000	0.000000	22	890.000000	6.791221	42	153.000000	5.030438	0	0.000000	0.000000	0	0.000000	0.000000	
uv	77	650.000000	6.476972	6	41.000000	3.713572	71	609.000000	6.411818	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	4.000000	1.386294	76	646.000000	6.470800	
Ej	21	90.000000	4.499810	0	0.000000	0.000000	20	87.000000	4.465908	1	3.000000	1.098612	0	0.000000	0.000000	0	0.000000	0.000000	17	85.000000	4.442651	4	5.000000	1.609438	
oe	86	472.000000	6.156979	0	0.000000	0.000000	83	463.000000	6.137727	3	9.000000	2.197225	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	86	472.000000	6.156979	
lp	265	3013.000000	8.010692	0	0.000000	0.000000	265	3013.000000	8.010692	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	265	3013.000000	8.010692	
uk	483	2897.000000	7.971431	11	92.000000	4.521789	469	2801.000000	7.937732	3	4.000000	1.386294	4	6.000000	1.791759	1	1.000000	0.000000	204	1121.000000	7.021976	278	1775.000000	7.481556	
lv	407	3273.000000	8.093462	0	0.000000	0.000000	407	3273.000000	8.093462	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	407	3273.000000	8.093462	
Ez	61	1746.000000	7.465083	1	17.000000	2.833213	56	1720.000000	7.450080	4	9.000000	2.197225	1	17.000000	2.833213	0	0.000000	0.000000	61	1746.000000	7.465083	0	0.000000	0.000000	
lz	247	1302.000000	7.171657	0	0.000000	0.000000	247	1302.000000	7.171657	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	247	1302.000000	7.171657	
Eu	12	46.000000	3.828641	2	12.000000	2.484907	8	31.000000	3.433987	2	3.000000	1.098612	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	12	46.000000	3.828641	
ON	21	376.000000	5.929589	0	0.000000	0.000000	21	376.000000	5.929589	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	21	376.000000	5.929589	0	0.000000	0.000000	
aZ	173	1812.000000	7.502186	72	1289.000000	7.161622	101	523.000000	6.259581	0	0.000000	0.000000	73	694.000000	6.542472	0	0.000000	0.000000	171	1210.000000	7.098376	2	602.000000	6.400257	
ZO	57	1186.000000	7.078342	16	983.000000	6.890609	24	167.000000	5.117994	17	36.000000	3.583519	57	1186.000000	7.078342	0	0.000000	0.000000	49	1124.000000	7.024649	0	0.000000	0.000000	
Zo	150	2567.000000	7.850493	38	79.000000	4.369448	66	487.000000	6.188264	46	2001.000000	7.601402	150	2567.000000	7.850493	0	0.000000	0.000000	135	2393.000000	7.780303	0	0.000000	0.000000	
mf	3	9.000000	2.197225	0	0.000000	0.000000	3	9.000000	2.197225	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	3	9.000000	2.197225	
ml	4	75.000000	4.317488	0	0.000000	0.000000	4	75.000000	4.317488	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	4	75.000000	4.317488	
eZ	82	314.000000	5.749393	1	6.000000	1.791759	81	308.000000	5.730100	0	0.000000	0.000000	1	6.000000	1.791759	0	0.000000	0.000000	82	314.000000	5.749393	0	0.000000	0.000000	
mn	27	75.000000	4.317488	3	6.000000	1.791759	24	69.000000	4.234107	0	0.000000	0.000000	13	47.000000	3.850148	0	0.000000	0.000000	0	0.000000	0.000000	14	28.000000	3.332205	
rf	184	1788.000000	7.488853	0	0.000000	0.000000	184	1788.000000	7.488853	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	184	1788.000000	7.488853	
pE	749	15465.000000	9.646335	208	4825.000000	8.481566	539	10637.000000	9.272094	2	3.000000	1.098612	697	14068.000000	9.551658	38	507.000000	6.228511	161	2653.000000	7.883446	0	0.000000	0.000000	
mr	1	2.000000	0.693147	0	0.000000	0.000000	1	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	2.000000	0.693147	
iO	37	203.000000	5.313206	0	0.000000	0.000000	35	192.000000	5.257495	2	11.000000	2.397895	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	37	203.000000	5.313206	
Ze	117	355.000000	5.872118	30	89.000000	4.488636	76	229.000000	5.433722	11	37.000000	3.610918	117	355.000000	5.872118	0	0.000000	0.000000	85	204.000000	5.318120	0	0.000000	0.000000	
Zj	24	712.000000	6.568078	0	0.000000	0.000000	24	712.000000	6.568078	0	0.000000	0.000000	24	712.000000	6.568078	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	
Oj	75	782.000000	6.661855	0	0.000000	0.000000	75	782.000000	6.661855	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	25	52.000000	3.951244	50	730.000000	6.593045	
jd	31	73.000000	4.290459	0	0.000000	0.000000	31	73.000000	4.290459	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	31	73.000000	4.290459	
nb	8	25.000000	3.218876	0	0.000000	0.000000	8	25.000000	3.218876	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	8	25.000000	3.218876	
ws	162	1991.000000	7.596392	0	0.000000	0.000000	162	1991.000000	7.596392	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	9	10.000000	2.302585	153	1981.000000	7.591357	
ew	131	1983.000000	7.592366	59	1762.000000	7.474205	72	221.000000	5.398163	0	0.000000	0.000000	72	1787.000000	7.488294	0	0.000000	0.000000	131	1983.000000	7.592366	0	0.000000	0.000000	
nf	1309	11107.000000	9.315331	0	0.000000	0.000000	1309	11107.000000	9.315331	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	2	35.000000	3.555348	1307	11072.000000	9.312175	
Ee	41	416.000000	6.030685	0	0.000000	0.000000	0	0.000000	0.000000	41	416.000000	6.030685	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	41	416.000000	6.030685	
So	99	593.000000	6.385194	44	163.000000	5.093750	21	113.000000	4.727388	34	317.000000	5.758902	99	593.000000	6.385194	0	0.000000	0.000000	66	440.000000	6.086775	0	0.000000	0.000000	
nw	125	6505.000000	8.780326	52	5180.000000	8.552560	73	1325.000000	7.189168	0	0.000000	0.000000	125	6505.000000	8.780326	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	
wE	116	2677.000000	7.892452	8	165.000000	5.105945	108	2512.000000	7.828835	0	0.000000	0.000000	8	165.000000	5.105945	100	2494.000000	7.821643	10	112.000000	4.718499	0	0.000000	0.000000	
ep	851	6934.000000	8.844192	88	1025.000000	6.932448	763	5909.000000	8.684232	0	0.000000	0.000000	5	470.000000	6.152733	0	0.000000	0.000000	89	1287.000000	7.160069	762	5647.000000	8.638880	
tl	53	473.000000	6.159095	0	0.000000	0.000000	53	473.000000	6.159095	0	0.000000	0.000000	53	473.000000	6.159095	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	
jk	21	403.000000	5.998937	0	0.000000	0.000000	21	403.000000	5.998937	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	21	403.000000	5.998937	
jc	7	10.000000	2.302585	0	0.000000	0.000000	7	10.000000	2.302585	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	7	10.000000	2.302585	
iE	49	1395.000000	7.240650	0	0.000000	0.000000	49	1395.000000	7.240650	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	49	1395.000000	7.240650	
Oe	12	112.000000	4.718499	0	0.000000	0.000000	0	0.000000	0.000000	12	112.000000	4.718499	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	12	112.000000	4.718499	
fw	73	2551.000000	7.844241	55	2500.000000	7.824046	18	51.000000	3.931826	0	0.000000	0.000000	71	2549.000000	7.843456	2	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	
ij	2	3.000000	1.098612	0	0.000000	0.000000	2	3.000000	1.098612	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	2	3.000000	1.098612	
sw	179	3836.000000	8.252185	85	3467.000000	8.151045	94	369.000000	5.910797	0	0.000000	0.000000	179	3836.000000	8.252185	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	
vu	131	5291.000000	8.573763	27	142.000000	4.955827	103	5076.000000	8.532279	1	73.000000	4.290459	131	5291.000000	8.573763	0	0.000000	0.000000	70	4845.000000	8.485703	0	0.000000	0.000000	
wm	70	892.000000	6.793466	0	0.000000	0.000000	70	892.000000	6.793466	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	70	892.000000	6.793466	
sf	798	5542.000000	8.620111	539	2973.000000	7.997327	259	2569.000000	7.851272	0	0.000000	0.000000	657	4437.000000	8.397734	0	0.000000	0.000000	0	0.000000	0.000000	141	1105.000000	7.007601	
Nw	6	10.000000	2.302585	0	0.000000	0.000000	6	10.000000	2.302585	0	0.000000	0.000000	6	10.000000	2.302585	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	
iu	37	337.000000	5.820083	0	0.000000	0.000000	36	336.000000	5.817111	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	37	337.000000	5.820083	
pn	31	114.000000	4.736198	9	51.000000	3.931826	22	63.000000	4.143135	0	0.000000	0.000000	11	65.000000	4.174387	0	0.000000	0.000000	0	0.000000	0.000000	20	49.000000	3.891820	
wd	133	881.000000	6.781058	0	0.000000	0.000000	133	881.000000	6.781058	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	133	881.000000	6.781058	
Eg	144	1818.000000	7.505492	2	20.000000	2.995732	142	1798.000000	7.494430	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	84	1259.000000	7.138073	60	559.000000	6.326149	
sG	315	1217.000000	7.104144	270	1004.000000	6.911747	45	213.000000	5.361292	0	0.000000	0.000000	283	1072.000000	6.977281	0	0.000000	0.000000	0	0.000000	0.000000	32	145.000000	4.976734	
ug	310	2115.000000	7.656810	4	10.000000	2.302585	306	2105.000000	7.652071	0	0.000000	0.000000	2	5.000000	1.609438	0	0.000000	0.000000	197	1368.000000	7.221105	113	747.000000	6.616065	
uO	3	15.000000	2.708050	0	0.000000	0.000000	1	13.000000	2.564949	2	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	3	15.000000	2.708050	
dw	37	307.000000	5.726848	6	126.000000	4.836282	31	181.000000	5.198497	0	0.000000	0.000000	37	307.000000	5.726848	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	
uo	66	6794.000000	8.823795	0	0.000000	0.000000	40	162.000000	5.087596	26	6632.000000	8.799662	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	66	6794.000000	8.823795	
EN	3	10.000000	2.302585	0	0.000000	0.000000	3	10.000000	2.302585	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	3	10.000000	2.302585	0	0.000000	0.000000	
tm	43	638.000000	6.458338	0	0.000000	0.000000	43	638.000000	6.458338	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	43	638.000000	6.458338	
rw	54	1065.000000	6.970730	26	969.000000	6.876265	28	96.000000	4.564348	0	0.000000	0.000000	48	1050.000000	6.956545	5	13.000000	2.564949	0	0.000000	0.000000	1	2.000000	0.693147	
rz	350	4779.000000	8.471987	0	0.000000	0.000000	350	4779.000000	8.471987	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	350	4779.000000	8.471987	
rZ	30	142.000000	4.955827	0	0.000000	0.000000	30	142.000000	4.955827	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	30	142.000000	4.955827	
sb	489	1918.000000	7.559038	434	1758.000000	7.471932	55	160.000000	5.075174	0	0.000000	0.000000	435	1759.000000	7.472501	0	0.000000	0.000000	0	0.000000	0.000000	54	159.000000	5.068904	
eN	512	7085.000000	8.865735	0	0.000000	0.000000	512	7085.000000	8.865735	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	512	7085.000000	8.865735	0	0.000000	0.000000	
ln	25	98.000000	4.584967	0	0.000000	0.000000	25	98.000000	4.584967	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	25	98.000000	4.584967	
EL	16	1388.000000	7.235619	0	0.000000	0.000000	16	1388.000000	7.235619	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	16	1388.000000	7.235619	0	0.000000	0.000000	
tz	2	2.000000	0.693147	0	0.000000	0.000000	2	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	2	2.000000	0.693147	
zE	28	94.000000	4.543295	2	2.000000	0.693147	25	70.000000	4.248495	1	22.000000	3.091042	28	94.000000	4.543295	0	0.000000	0.000000	11	44.000000	3.784190	0	0.000000	0.000000	
wg	8	56.000000	4.025352	0	0.000000	0.000000	8	56.000000	4.025352	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	8	56.000000	4.025352	
wG	66	551.000000	6.311735	0	0.000000	0.000000	66	551.000000	6.311735	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	66	551.000000	6.311735	
wl	24	291.000000	5.673323	0	0.000000	0.000000	24	291.000000	5.673323	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	24	291.000000	5.673323	
ou	7	14.000000	2.639057	0	0.000000	0.000000	7	14.000000	2.639057	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	7	14.000000	2.639057	
EZ	52	2190.000000	7.691657	0	0.000000	0.000000	52	2190.000000	7.691657	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	52	2190.000000	7.691657	0	0.000000	0.000000	
mw	84	656.000000	6.486161	44	502.000000	6.218600	40	154.000000	5.036953	0	0.000000	0.000000	78	641.000000	6.463029	6	15.000000	2.708050	0	0.000000	0.000000	0	0.000000	0.000000	
ps	154	879.000000	6.778785	110	757.000000	6.629363	41	114.000000	4.736198	3	8.000000	2.079442	119	806.000000	6.692084	0	0.000000	0.000000	3	8.000000	2.079442	32	65.000000	4.174387	
sn	106	485.000000	6.184149	74	155.000000	5.043425	32	330.000000	5.799093	0	0.000000	0.000000	75	156.000000	5.049856	0	0.000000	0.000000	0	0.000000	0.000000	31	329.000000	5.796058	
np	12	26.000000	3.258097	0	0.000000	0.000000	12	26.000000	3.258097	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	12	26.000000	3.258097	
wn	14	50.000000	3.912023	0	0.000000	0.000000	14	50.000000	3.912023	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	14	50.000000	3.912023	
vr	217	7887.000000	8.972971	0	0.000000	0.000000	217	7887.000000	8.972971	0	0.000000	0.000000	217	7887.000000	8.972971	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	
ZE	58	412.000000	6.021023	33	286.000000	5.655992	25	126.000000	4.836282	0	0.000000	0.000000	58	412.000000	6.021023	0	0.000000	0.000000	37	291.000000	5.673323	0	0.000000	0.000000	
jg	2	2.000000	0.693147	0	0.000000	0.000000	2	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	2	2.000000	0.693147	
zn	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	
zt	2	3.000000	1.098612	0	0.000000	0.000000	2	3.000000	1.098612	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	2	3.000000	1.098612	
Zu	62	542.000000	6.295266	12	65.000000	4.174387	50	477.000000	6.167516	0	0.000000	0.000000	62	542.000000	6.295266	0	0.000000	0.000000	16	61.000000	4.110874	0	0.000000	0.000000	
uL	68	1183.000000	7.075809	0	0.000000	0.000000	68	1183.000000	7.075809	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	68	1183.000000	7.075809	0	0.000000	0.000000	
zu	77	345.000000	5.843544	43	268.000000	5.590987	33	76.000000	4.330733	1	1.000000	0.000000	77	345.000000	5.843544	0	0.000000	0.000000	16	37.000000	3.610918	0	0.000000	0.000000	
Gd	4	62.000000	4.127134	0	0.000000	0.000000	4	62.000000	4.127134	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	4	62.000000	4.127134	
Nu	19	297.000000	5.693732	1	28.000000	3.332205	18	269.000000	5.594711	0	0.000000	0.000000	19	297.000000	5.693732	0	0.000000	0.000000	13	260.000000	5.560682	0	0.000000	0.000000	
au	31	821.000000	6.710523	0	0.000000	0.000000	25	812.000000	6.699500	6	9.000000	2.197225	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	31	821.000000	6.710523	
wk	19	49.000000	3.891820	0	0.000000	0.000000	19	49.000000	3.891820	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	19	49.000000	3.891820	
lr	6	8.000000	2.079442	0	0.000000	0.000000	6	8.000000	2.079442	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	6	8.000000	2.079442	
lZ	5	27.000000	3.295837	0	0.000000	0.000000	5	27.000000	3.295837	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	5	27.000000	3.295837	
Ec	37	1731.000000	7.456455	2	14.000000	2.639057	35	1717.000000	7.448334	0	0.000000	0.000000	2	14.000000	2.639057	0	0.000000	0.000000	4	20.000000	2.995732	33	1711.000000	7.444833	
ts	8	22.000000	3.091042	0	0.000000	0.000000	7	20.000000	2.995732	1	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	1	2.000000	0.693147	7	20.000000	2.995732	
Oa	13	89.000000	4.488636	2	26.000000	3.258097	1	4.000000	1.386294	10	59.000000	4.077537	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	13	89.000000	4.488636	
oE	42	414.000000	6.025866	0	0.000000	0.000000	39	393.000000	5.973810	3	21.000000	3.044522	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	42	414.000000	6.025866	
sl	173	967.000000	6.874198	81	305.000000	5.720312	92	662.000000	6.495266	0	0.000000	0.000000	95	365.000000	5.899897	0	0.000000	0.000000	0	0.000000	0.000000	78	602.000000	6.400257	
tn	38	164.000000	5.099866	0	0.000000	0.000000	38	164.000000	5.099866	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	38	164.000000	5.099866	
lS	7	13.000000	2.564949	0	0.000000	0.000000	7	13.000000	2.564949	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	7	13.000000	2.564949	
rN	4	6.000000	1.791759	0	0.000000	0.000000	4	6.000000	1.791759	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	4	6.000000	1.791759	
bk	9	26.000000	3.258097	0	0.000000	0.000000	9	26.000000	3.258097	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	9	26.000000	3.258097	
uN	86	1011.000000	6.918695	0	0.000000	0.000000	86	1011.000000	6.918695	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	86	1011.000000	6.918695	0	0.000000	0.000000	
oZ	38	252.000000	5.529429	1	38.000000	3.637586	37	214.000000	5.365976	0	0.000000	0.000000	4	44.000000	3.784190	0	0.000000	0.000000	38	252.000000	5.529429	0	0.000000	0.000000	
uS	185	4205.000000	8.344030	48	1576.000000	7.362645	136	2530.000000	7.835975	1	99.000000	4.595120	56	1593.000000	7.373374	0	0.000000	0.000000	185	4205.000000	8.344030	0	0.000000	0.000000	
jp	2	2.000000	0.693147	0	0.000000	0.000000	2	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	2	2.000000	0.693147	
dm	5	16.000000	2.772589	0	0.000000	0.000000	5	16.000000	2.772589	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	5	16.000000	2.772589	
ej	45	144.000000	4.969813	4	40.000000	3.688879	41	104.000000	4.644391	0	0.000000	0.000000	3	37.000000	3.610918	4	8.000000	2.079442	14	85.000000	4.442651	27	51.000000	3.931826	
pd	5	12.000000	2.484907	0	0.000000	0.000000	5	12.000000	2.484907	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	5	12.000000	2.484907	
pw	13	3649.000000	8.202208	7	3629.000000	8.196712	6	20.000000	2.995732	0	0.000000	0.000000	13	3649.000000	8.202208	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	
wz	7	49.000000	3.891820	0	0.000000	0.000000	7	49.000000	3.891820	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	7	49.000000	3.891820	0	0.000000	0.000000	
zw	16	96.000000	4.564348	0	0.000000	0.000000	16	96.000000	4.564348	0	0.000000	0.000000	16	96.000000	4.564348	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	
sS	2	9.000000	2.197225	0	0.000000	0.000000	2	9.000000	2.197225	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	2	9.000000	2.197225	
jn	14	78.000000	4.356709	0	0.000000	0.000000	14	78.000000	4.356709	0	0.000000	0.000000	0	0.000000	0.000000	1	4.000000	1.386294	0	0.000000	0.000000	13	74.000000	4.304065	
ow	1	3.000000	1.098612	0	0.000000	0.000000	1	3.000000	1.098612	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	3.000000	1.098612	
js	1	2.000000	0.693147	0	0.000000	0.000000	1	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	2.000000	0.693147	0	0.000000	0.000000	
eE	8	12.000000	2.484907	0	0.000000	0.000000	8	12.000000	2.484907	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	8	12.000000	2.484907	
OE	5	872.000000	6.770789	0	0.000000	0.000000	0	0.000000	0.000000	5	872.000000	6.770789	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	5	872.000000	6.770789	
nl	16	118.000000	4.770685	0	0.000000	0.000000	16	118.000000	4.770685	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	16	118.000000	4.770685	
sg	13	38.000000	3.637586	0	0.000000	0.000000	13	38.000000	3.637586	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	13	38.000000	3.637586	
fk	4	26.000000	3.258097	0	0.000000	0.000000	4	26.000000	3.258097	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	4	26.000000	3.258097	
nL	1	2.000000	0.693147	0	0.000000	0.000000	1	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	2.000000	0.693147	
nr	23	409.000000	6.013715	0	0.000000	0.000000	23	409.000000	6.013715	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	23	409.000000	6.013715	
nS	25	141.000000	4.948760	0	0.000000	0.000000	25	141.000000	4.948760	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	25	141.000000	4.948760	
